School Name,City,Type,Address,Website,Phone,Email,Description
"Beanstalk International Bilingual School","Chengdu","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/5200/images/598824_smaller.webp",,,
"EtonHouse International School","Chengdu","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/4636/images/385704.webp",,,
"Chengdu Whartonn School","Chengdu","School",,"https://www.teacherhorizons.com/static/mediav2/schools/4634/images/724250_smaller.webp",,,
"EtonHouse Chendu Jinjiang Pre-School","Chengdu","School",,"https://www.teacherhorizons.com/schools/asia-china-chengdu-etonhouse-international-school-chengdu-times-residence",,,
"Chengdu

Curricula

Advanced Placement

IB Diploma

US National

School","Chengdu","School",,"https://search.openapply.com/schools/qsi-international-school-of-chengdu",,,
"Cogdel School","Chengdu","School",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Chengdu&school_filter%5Bsort_by%5D=school_size_desc#slide-1577",,,
"Chengdu

Curricula

IGCSE

UK National

School","Chengdu","School",,"https://search.openapply.com/schools/oxford-international-college-chengdu",,,
"Co-edBoy's SchoolGirl's School","Chengdu","School",,"https://search.openapply.com/schools?school_filter%5Bcity%5D%5B%5D=Chengdu&school_filter%5Bsort_by%5D=school_size_desc#",,,
"Curricula

Advanced Placement

IB Diploma

US National

School","Chengdu","School",,"https://search.openapply.com/schools/qsi-international-school-of-chengdu",,,
"Curricula

Advanced Placement

Host Country's National

IGCSE

UK National

US National

School","Chengdu","School",,"https://search.openapply.com/schools/cogdel-school-chengdu",,,
"Curricula

IB Diploma

IB Middle Years

International Early Years

International Primary

School","Chengdu","International School",,"https://search.openapply.com/schools/leman-international-school",,,
"Curricula

IGCSE

UK National

School","Chengdu","School",,"https://search.openapply.com/schools/oxford-international-college-chengdu",,,
"Navigating the Season of Academic Results at Compass International School","Chengdu","International School",,"https://www.google.com/maps/@30.652751,104.068108,10z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3",,,
"Dipont King's College School","Chengdu","Higher Education",,"https://www.ischooladvisor.com/view/malvern-college-chengdu",,,
"College School Hangzhou and Dipont School","Chengdu","Higher Education",,"https://www.ischooladvisor.com/view/dipont-kings-college-school-chengdu",,,
"College School","Chengdu","Higher Education",,"https://chengdu-expat.com/places/category/education/",,,
"SPGS Saint Paul International School","Chengdu","International School",,"https://chengdu-expat.com/places/spgs-international-school-chengdu/",,,
"Chengdu Cogdel Cranleigh School","Chengdu","School",,"https://chengdu-expat.com/places/spgs-international-school-chengdu/#reviews",,,
"Cogdel Cranleigh School","Chengdu","School",,"https://chengdu-expat.com/places/spgs-international-school-chengdu/#reviews",,,
"Griffin Global School","Chengdu","School",,"https://chengdu-expat.com/places/oxford-international-college-of-chengdu-cdoic/#reviews",,,
"Chengdu Anjing Huimin School","Chengdu","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2019/10/%E9%9D%92%E5%B2%9B%E5%A4%A7%E5%AD%A6banner.jpg",,,
"Chengdu Baima Experimental School","Chengdu","School",,,,,
"Chengdu Beijie Primary School Experimental Foreign Language School","Chengdu","School",,,,,
"Chengdu Chunlei School","Chengdu","School",,,,,
"Chengdu Deanjie American Language School","Chengdu","School",,,,,
"Chengdu Dujiangyan Jiaxiang Foreign Language School","Chengdu","School",,,,,
"Chengdu Jianyang Tongcai Experimental School","Chengdu","School",,,,,
"Chengdu Lixin School","Chengdu","School",,,,,
"Chengdu Pengzhou Qinyuan Primary School","Chengdu","School",,,,,
"Anjing Shawan School","Chengdu","School",,,,,
"Chengdu Pixian Chunyu School","Chengdu","School",,,,,
"Chengdu Pixian Wenwu School","Chengdu","School",,,,,
"Chengdu Pixian Xipu Xinxing School","Chengdu","School",,,,,
"Chengdu Pixian Sunshine School","Chengdu","School",,,,,
"Chengdu Pujiang Experimental Foreign Language Primary School","Chengdu","School",,,,,
"Chengdu Qionglai Huiwen School","Chengdu","School",,,,,
"Chengdu Tengfei School","Chengdu","School",,,,,
"Chengdu Weishui School","Chengdu","School",,,,,
"Chengdu Wenjiang East Second Foreign Language Experimental School","Chengdu","School",,,,,
"Chengdu Yimin Experimental School","Chengdu","School",,,,,
"Chengdu Yingcai School","Chengdu","School",,,,,
"Peking University Chengdu Affiliated Experimental School","Chengdu","Higher Education",,,,,
"Peking University Middle School Chengdu Weiming School","Chengdu","Higher Education",,,,,
"Beijie Primary School Experimental Foreign Language School","Chengdu","School",,,,,
"Beijing Normal University Chengdu Experimental Middle School","Chengdu","Higher Education",,,,,
"Huiwen International School","Chengdu","International School",,,,,
"Chengdu Bard International School","Chengdu","International School",,,,,
"Chengdu Talent School","Chengdu","School",,,,,
"Chengdu City Investment Jing Furong Yidu School","Chengdu","School",,,,,
"Chengdu Huayi Foreign Language School","Chengdu","School",,,,,
"Chengdu Jiaxiang Foreign Language School","Chengdu","School",,,,,
"Chengdu Jinhua Bright School","Chengdu","School",,,,,
"Chengdu Golden Apple Jincheng First Middle School","Chengdu","School",,,,,
"Chengdu Liangjing Experimental School","Chengdu","School",,,,,
"Chengdu Liewu Middle School Nanhua Experimental School","Chengdu","School",,,,,
"Chengdu Virtue Foreign Language School","Chengdu","School",,,,,
"Chengdu Mingcheng School","Chengdu","School",,,,,
"Chengdu Pixian Hongxiang Wenwu School","Chengdu","School",,,,,
"Middle School Jiaxiang Foreign Language School","Chengdu","School",,,,,
"Middle School Experimental School","Chengdu","School",,,,,
"Chengdu Qionglai Jianping School","Chengdu","School",,,,,
"Chengdu Normal University Yindu Primary School","Chengdu","Higher Education",,,,,
"Chengdu Shishi Jiaxing Foreign Language School","Chengdu","School",,,,,
"Chengdu Shixiu Language School","Chengdu","School",,,,,
"Chengdu Shiwai Xindu Wulongshan School","Chengdu","School",,,,,
"Chengdu Chenghua Talent School","Chengdu","School",,,,,
"Chengdu Chenghua Harmony School","Chengdu","School",,,,,
"Chengdu Chunhui School","Chengdu","School",,,,,
"Chengdu Dayi Hongwen Foreign Language School","Chengdu","School",,,,,
"Chengdu Dayi Confucius Foreign Language School","Chengdu","School",,,,,
"Experimental School","Chengdu","School",,,,,
"Chengdu Jinhua Experimental School","Chengdu","School",,,,,
"Chengdu Bocai School","Chengdu","School",,,,,
"Chengdu Chengbo Wenwu School","Chengdu","School",,,,,
"Chengdu Chengwai Affiliated Xiaoxichen School","Chengdu","School",,,,,
"Chengdu Shuxing Foreign Language Experimental School","Chengdu","School",,,,,
"Chengdu Tianyi School","Chengdu","School",,,,,
"Chengdu Mayflower School","Chengdu","School",,,,,
"Chengdu Jinniu Hope School","Chengdu","School",,,,,
"Xinhui School","Chengdu","School",,,,,
"Chengdu Yuliang School","Chengdu","School",,,,,
"Chengdu Jinniu Foreign Language School","Chengdu","School",,,,,
"Chengdu Jinqiao Senior Art Primary School","Chengdu","School",,,,,
"Chengdu Jinguan Xincheng Primary School","Chengdu","School",,,,,
"Chengdu Dongshu Huadefu Primary School","Chengdu","School",,,,,
"Chengdu Longjiang Road Primary School","Chengdu","School",,,,,
"Chengdu Longquanyi Qingmiao School","Chengdu","School",,,,,
"Chengdu Longquanyi Tianli Elementary School","Chengdu","School",,,,,
"Chengdu New Green Public School","Chengdu","School",,,,,
"Chengdu Unity School","Chengdu","School",,,,,
"Chengdu Qiming Experimental School","Chengdu","School",,,,,
"Chengdu Qunxing Art School","Chengdu","School",,,,,
"Chengdu Sanyuan Foreign Language School","Chengdu","School",,,,,
"Primary School Attached to Chengdu Sanyuan Foreign Language School","Chengdu","School",,,,,
"Chengdu Experimental Foreign Language School","Chengdu","School",,,,,
"Primary School Attached to Chengdu Experimental Foreign Language School","Chengdu","School",,,,,
"Chengdu Shuangliu Guangming School","Chengdu","School",,,,,
"Chengdu Shuangliu Hanlin School","Chengdu","School",,,,,
"Chengdu Shuangliu Jiaolong Five-star School","Chengdu","School",,,,,
"Chengdu Shuangliu Jiujiang Xinxing School","Chengdu","School",,,,,
"Chengdu Blue Harbor Foreign Language Primary School","Chengdu","School",,,,,
"Chengdu Yuren Elite School","Chengdu","School",,,,,
"Chengdu Yuying School","Chengdu","School",,,,,
"Chengdu Shuangliu Middle School Experimental School","Chengdu","School",,,,,
"Lushan Guangya School","Chengdu","School",,,,,
"Chengdu Tongjiang Experimental School","Chengdu","School",,,,,
"Chengdu Foreign Languages Primary School","Chengdu","School",,,,,
"Dongchen Foreign Language School","Chengdu","School",,,,,
"Jiaxiang Foreign Language Primary School","Chengdu","School",,,,,
"Chengdu Danxun Experimental School","Chengdu","School",,,,,
"Chengdu Wuhou Guangming Experimental School","Chengdu","School",,,,,
"Chengdu Jinhui Experimental School","Chengdu","School",,,,,
"Chengdu Lingchuan Foreign Language School","Chengdu","School",,,,,
"Qiming School","Chengdu","School",,,,,
"Chengdu Xichuan Experimental School","Chengdu","School",,,,,
"Chengdu Xishu Experimental School","Chengdu","School",,,,,
"Chengdu Yuren Experimental School","Chengdu","School",,,,,
"Chengdu Dafengfu School","Chengdu","School",,,,,
"Chengdu Limin School","Chengdu","School",,,,,
"Chengdu Xinchuan Foreign Language School","Chengdu","School",,,,,
"Chengdu Xinhui School","Chengdu","School",,,,,
"Chengdu Xinhui Hongru School","Chengdu","School",,,,,
"Chengdu Sailing School","Chengdu","School",,,,,
"Chengdu Yuhe Yucai School","Chengdu","School",,,,,
"Chengdu Zhongke Yucai School","Chengdu","School",,,,,
"Chengdu Yandao Street Foreign Language School","Chengdu","School",,,,,
"Chengdu Youting Primary School Zhengde Experimental School","Chengdu","School",,,,,
"Chengdu Shuhui Experimental School","Chengdu","School",,,,,
"Chengdu Shude Middle School Borui Experimental School","Chengdu","School",,,,,
"Chengdu Tanghu Foreign Language School","Chengdu","School",,,,,
"Chengdu Tianfu New District Second Primary School","Chengdu","School",,,,,
"Primary School","Chengdu","School",,,,,
"Chengdu Tianfu New District Experimental Primary School","Chengdu","School",,,,,
"Yuanyin Primary School","Chengdu","School",,,,,
"Chengdu Tianfu Middle School","Chengdu","School",,,,,
"Chengdu Foreign Language School","Chengdu","School",,,,,
"Primary School Attached to Chengdu Foreign Language School","Chengdu","School",,,,,
"Chengdu Wangfu Foreign Language School","Chengdu","School",,,,,
"Chengdu Wenjiang East Street Second Primary School Foreign Language Experimental School","Chengdu","School",,,,,
"Chengdu Wuhou Foreign Language School","Chengdu","School",,,,,
"Chengdu Xichuan Middle School","Chengdu","School",,,,,
"Chengdu Xiyameitu Foreign Language Union School","Chengdu","School",,,,,
"Chengdu Xinchuan Foreign Language Middle School","Chengdu","School",,,,,
"Chengdu Xinjinweiming School","Chengdu","School",,,,,
"Chengdu New Century Foreign Language School","Chengdu","School",,,,,
"Chengdu Xinxing Literature and Art School","Chengdu","School",,,,,
"Chengdu Information Engineering University Experimental School","Chengdu","Higher Education",,,,,
"Chengdu Jianyang Mechanical and Electrical Engineering School","Chengdu","School",,,,,
"Jintang Middle School Foreign Language Experimental School","Chengdu","School",,,,,
"Pengzhou Bojun School","Chengdu","School",,,,,
"Pengzhou Jiaxiang Foreign Language School","Chengdu","School",,,,,
"Pixian Chunyu School","Chengdu","School",,,,,
"Pixian Wenwu School","Chengdu","School",,,,,
"Pixian Xipu Xinxing School","Chengdu","School",,,,,
"Pixian Sunshine School","Chengdu","School",,,,,
"Qionglai Huiwen School","Chengdu","School",,,,,
"Qionglai Qiangxiang Experimental School","Chengdu","School",,,,,
"Qionglai Wenchang Middle School","Chengdu","School",,,,,
"Chengdu Seventh Central Oriental Wendao Online School","Chengdu","School",,,,,
"Dongshan School","Chengdu","School",,,,,
"Sichuan Pujiang Middle School Experimental School","Chengdu","School",,,,,
"Sichuan Normal University Experimental Foreign Language School","Chengdu","Higher Education",,,,,
"Chengdu Yulei Middle School","Chengdu","School",,,,,
"Chengdu Yucai School","Chengdu","School",,,,,
"High School Jiaxiang Foreign Language School","Chengdu","School",,,,,
"High School Experimental School

Chengdu Yulei High School","Chengdu","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Chengdu Yulei High School","Chengdu","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"Related School","Chengdu","School",,"https://isac.oss-accelerate.aliyuncs.com/wordpress/wp-content/uploads/2018/09/english-icon.png",,,
"High School","Chengdu","School",,"https://listings.echinacities.net/chengdu/Education?order=pv",,,
"Chengdu Paotongshu Primary School","Chengdu","School",,"https://listings.echinacities.net/chengdu/detail/10980-Chengdu-Paotongshu-Primary-School",,,
"Chengdu Foreign Languages School","Chengdu","School",,"https://listings.echinacities.net/chengdu/Education/Primary-schools",,,
"Shishi High School","Chengdu","School",,"https://listings.echinacities.net/chengdu/detail/10989-Shishi-High-School",,,
"Chengdu Zongbei Middle School","Chengdu","School",,"https://listings.echinacities.net/chengdu/Education/Universities",,,
"Private Yu Wen International Bilingual Kindergarten","Chengdu","International School",,"https://listings.echinacities.net/chengdu/Education/Middle-High-schools",,,
"Back gate of Party School","Chengdu","School",,"https://listings.echinacities.net/chengdu/Education/Kindergartens",,,
"Chengdu Mommybaby Bilingual Kindergarten","Chengdu","Bilingual School",,"https://listings.echinacities.net/chengdu/Education/Universities",,,
"Chengdu Shaocheng Primary School","Chengdu","School",,"https://listings.echinacities.net/chengdu/detail/10982-Chengdu-Shaocheng-Primary-School",,,
"London School","Chengdu","School",,"https://www.nordangliaeducation.com/lis-chengdu/academic-excellence",,,
"Achieve Xiamen International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/achieve-xiamen-international-school-2/",,,
"Affiliated School","Chengdu","School",,"https://www.searchassociates.com/schools/china/affiliated-high-school-of-peking-university/",,,
"American International School","Chengdu","International School",,"https://www.searchassociates.com/schools/china/affiliated-school-of-jnu-for-hong-kong-macao-students/",,,
"BASIS Bilingual Kindergarten","Chengdu","Bilingual School",,"https://www.searchassociates.com/schools/china/avenues-shenzhen/",,,
